"country","year","dem_ind","log_gdppc","log_pop","age_1","age_2","age_3","age_4","age_5","educ","age_median","code"
"Argentina",1965,0.529999971389771,8.90537357330322,9.93382263183594,0.307737112045288,0.241765692830086,0.210865899920464,0.151394605636597,0.0882366970181465,4.98799991607666,26.7999992370605,6
"Argentina",1970,0.166666701436043,9.0161600112915,10.0115804672241,0.302024006843567,0.239599704742432,0.207557305693626,0.152851998806,0.0979671031236649,5.21400022506714,27.2000007629395,6
"Argentina",1975,0.833333313465118,9.13399028778076,10.0842199325562,0.293685585260391,0.24502320587635,0.199240401387215,0.154751494526863,0.107299402356148,5.87599992752075,27.3999996185303,6
"Argentina",1980,0.166666701436043,9.20283985137939,10.1677398681641,0.292191296815872,0.248464405536652,0.190340906381607,0.154944702982903,0.114058703184128,5.84499979019165,27.2999992370605,6
"Argentina",1985,0.833333313465118,9.27114200592041,10.2433099746704,0.305164992809296,0.237140893936157,0.186167404055595,0.152457892894745,0.119068801403046,6.61800003051758,27.2000007629395,6
"Argentina",1990,1,9.06531620025635,10.3190698623657,0.310014814138412,0.230985000729561,0.188747704029083,0.145850494503975,0.124401897192001,6.74399995803833,27.2000007629395,6
"Argentina",1995,0.833333313465118,8.88442897796631,10.3898296356201,0.306216597557068,0.23390519618988,0.190309301018715,0.140318498015404,0.1292504966259,7.76700019836426,27.2000007629395,6
"Argentina",2000,1,9.23660945892334,10.4564504623413,0.289001405239105,0.248389303684235,0.189973503351212,0.140790402889252,0.131845399737358,8.11900043487549,27.3999996185303,6
"Australia",1965,1,9.27787590026855,9.23746871948242,0.300963312387466,0.203950598835945,0.210470005869865,0.162109598517418,0.122506603598595,9.43000030517578,29.6000003814697,9
"Australia",1970,1,9.42074394226074,9.34031581878662,0.296637713909149,0.225177794694901,0.196119695901871,0.159950792789459,0.12211400270462,9.29699993133545,28.2999992370605,9
"Australia",1975,1,9.60375881195068,9.43404388427734,0.288449287414551,0.245453104376793,0.182434603571892,0.161135897040367,0.122527100145817,10.0939998626709,27.6000003814697,9
"Australia",1980,1,9.65748500823975,9.53914070129395,0.275859594345093,0.25694140791893,0.181340798735619,0.157962903380394,0.127895295619965,9.80799961090088,28,9
"Australia",1985,1,9.74802589416504,9.59505844116211,0.252882212400436,0.256793886423111,0.200178399682045,0.152896001935005,0.137249499559402,10.0190000534058,29.3999996185303,9
"Australia",1990,1,9.82015705108643,9.66510391235352,0.235952198505402,0.254682600498199,0.216774299740791,0.147541999816895,0.145048901438713,10.0609998703003,30.6000003814697,9
"Australia",1995,1,9.90665245056152,9.74479103088379,0.218998000025749,0.244995802640915,0.233210995793343,0.1482293009758,0.154565900564194,10.1239995956421,32.2000007629395,9
"Australia",2000,1,10.0119600296021,9.80161952972412,0.215194806456566,0.225652903318405,0.233399704098701,0.167441293597221,0.158311203122139,10.3070001602173,33.7000007629395,9
"Austria",1965,0.970000028610229,8.90067672729492,8.86049938201904,0.221197500824928,0.207009106874466,0.182463094592094,0.209421098232269,0.179909199476242,6.70800018310547,35.4000015258789,10
"Austria",1970,1,9.0804443359375,8.88944625854492,0.233594700694084,0.208694502711296,0.189434602856636,0.174026697874069,0.194249600172043,6.90500020980835,35,10
"Austria",1975,1,9.32148456573486,8.91274261474609,0.243536502122879,0.206697896122932,0.182585403323174,0.166242495179176,0.200937703251839,7.01100015640259,33.9000015258789,10
"Austria",1980,1,9.49425029754639,8.93009757995605,0.232251301407814,0.213644802570343,0.188572198152542,0.162047997117043,0.203483805060387,6.83199977874756,33.7999992370605,10
"Austria",1985,1,9.6666145324707,8.92969989776611,0.204265505075455,0.23261359333992,0.198701798915863,0.173003003001213,0.191416099667549,8.42500019073486,34.7000007629395,10
"Austria",1990,1,9.72699546813965,8.92996501922607,0.182814195752144,0.248152107000351,0.201689496636391,0.168954595923424,0.198389604687691,8.26099967956543,35.2000007629395,10
"Austria",1995,1,9.89408493041992,8.95230770111084,0.174194395542145,0.240326106548309,0.209525004029274,0.174841493368149,0.201113000512123,8.2180004119873,35.5999984741211,10
"Austria",2000,1,9.95350170135498,8.99305438995361,0.175447300076485,0.213966205716133,0.231983095407486,0.181038796901703,0.197564601898193,8.43900012969971,36.4000015258789,10
"Burundi",1995,0.166666701436043,6.71930313110352,8.60447120666504,0.454350888729095,0.269614785909653,0.157096996903419,0.0715050026774406,0.0474321991205215,1.22899997234344,17.2999992370605,14
"Belgium",1965,1,8.95907974243164,9.11811542510986,0.235281303524971,0.18995089828968,0.197487697005272,0.201092302799225,0.17618790268898,7.46000003814697,35.2000007629395,15
"Belgium",1970,1,9.18813133239746,9.1535587310791,0.238613501191139,0.197717398405075,0.2082848995924,0.170875996351242,0.184508100152016,7.66599988937378,34.7000007629395,15
"Belgium",1975,1,9.40451622009277,9.17346858978271,0.235915496945381,0.208574995398521,0.195215404033661,0.170774698257446,0.189519494771957,8.39799976348877,34.5,15
"Belgium",1980,1,9.55078125,9.1896276473999,0.222176894545555,0.230031594634056,0.183719307184219,0.172498196363449,0.19157400727272,7.87799978256226,34.0999984741211,15
"Belgium",1985,1,9.70054626464844,9.19492244720459,0.200324594974518,0.236839398741722,0.191195905208588,0.186327204108238,0.185312896966934,7.84899997711182,34.2000007629395,15
"Belgium",1990,1,9.73753261566162,9.19603824615479,0.188089698553085,0.232930898666382,0.203002899885178,0.179770693182945,0.196205705404282,8.15999984741211,35.2999992370605,15
"Belgium",1995,1,9.89731216430664,9.20707511901855,0.181280106306076,0.22080659866333,0.222913295030594,0.169642895460129,0.205357104539871,8.42599964141846,36.2999992370605,15
"Belgium",2000,1,9.94823169708252,9.22392654418945,0.179737597703934,0.201440304517746,0.22955510020256,0.17559440433979,0.213672697544098,8.54599952697754,37.5,15
"Benin",1975,0,6.99788188934326,7.90285682678223,0.46153849363327,0.242973402142525,0.150887593626976,0.0854289978742599,0.0591715984046459,0.293999999761581,17.1000003814697,16
"Benin",1980,0,6.88799905776978,8.02158546447754,0.442364513874054,0.26108381152153,0.153694599866867,0.0889983996748924,0.0538588017225266,0.45100000500679,17.7000007629395,16
"Benin",1985,0,6.90777778625488,8.14873504638672,0.450810194015503,0.270254611968994,0.137152805924416,0.0818865969777107,0.0598957985639572,0.65200001001358,17.2000007629395,16
"Benin",1990,0.166666701436043,7.06622409820557,8.29804134368896,0.46673309803009,0.266135096549988,0.138549700379372,0.0760030001401901,0.0525791011750698,0.889999985694885,16.6000003814697,16
"Benin",1995,0.833333313465118,6.90776014328003,8.45744323730469,0.481712490320206,0.254302889108658,0.146084293723106,0.0703528001904488,0.0475472994148731,1.557000041008,16,16
"Benin",2000,0.833333313465118,6.97151184082031,8.61104774475098,0.479517191648483,0.253474801778793,0.150877803564072,0.0724214017391205,0.0437088012695312,1.94599997997284,16,16
"Bangladesh",1980,0.666666686534882,6.8704948425293,11.2330799102783,0.447725892066956,0.261949390172958,0.14690500497818,0.087294302880764,0.0561253987252712,1.02100002765656,17.3999996185303,18
"Bangladesh",1985,0.333333313465118,6.88069200515747,11.3555498123169,0.438826411962509,0.279351592063904,0.14342850446701,0.0862547978758812,0.0521387010812759,1.68099999427795,17.7999992370605,18
"Bangladesh",1990,0.333333313465118,7.06011486053467,11.4833602905273,0.431211411952972,0.282862901687622,0.151452705264091,0.0852406993508339,0.0492321997880936,1.94700002670288,18.1000003814697,18
"Bangladesh",1995,0.666666686534882,7.15315103530884,11.6084604263306,0.421025186777115,0.284409791231155,0.161816105246544,0.0845597013831139,0.0481892004609108,2.19199991226196,18.6000003814697,18
"Bangladesh",2000,0.666666686534882,7.29102420806885,11.6963300704956,0.410498708486557,0.282295793294907,0.174715995788574,0.0840964019298553,0.0483931005001068,2.3199999332428,19.2000007629395,18
"Bolivia",1965,0.360000014305115,7.76380681991577,8.11701393127441,0.427462697029114,0.256417900323868,0.160298496484756,0.100895501673222,0.0549254007637501,4.22300004959106,18.7000007629395,25
"Bolivia",1970,0.333333313465118,7.8989429473877,8.22897720336914,0.42841911315918,0.257264703512192,0.161823496222496,0.0970408022403717,0.055451899766922,3.85500001907349,18.5,25
"Bolivia",1975,0.166666701436043,7.82320213317871,8.34569263458252,0.429589211940765,0.259558290243149,0.161244407296181,0.0942768976092339,0.0553313009440899,3.72000002861023,18.3999996185303,25
"Bolivia",1980,0,7.98018217086792,8.46779346466064,0.430432885885239,0.264186590909958,0.155317395925522,0.0945776030421257,0.0554854981601238,3.79200005531311,18.3999996185303,25
"Bolivia",1985,0.833333313465118,8.02397060394287,8.58578586578369,0.425317406654358,0.266990303993225,0.156833499670029,0.0957804024219513,0.0550783984363079,4.00099992752075,18.6000003814697,25
"Bolivia",1990,0.833333313465118,7.84089612960815,8.68185997009277,0.418776214122772,0.268231391906738,0.159932896494865,0.0968986004590988,0.0561609007418156,4.18599987030029,18.8999996185303,25
"Bolivia",1995,0.833333313465118,7.80220317840576,8.79072570800781,0.409356713294983,0.271704912185669,0.164342492818832,0.094766803085804,0.0598291009664536,4.73799991607666,19.2000007629395,25
"Bolivia",2000,1,7.86878204345703,8.91112518310547,0.40580290555954,0.270891785621643,0.165262699127197,0.0961358025670052,0.0619066990911961,5.18300008773804,19.6000003814697,25
"Brazil",1965,0.610000014305115,7.77125406265259,11.1946697235107,0.432740807533264,0.25325471162796,0.16472139954567,0.0960668995976448,0.0532162003219128,2.82699990272522,18.6000003814697,26
"Brazil",1970,0.333333313465118,7.95250082015991,11.3424701690674,0.436865597963333,0.253735393285751,0.160871803760529,0.0942746996879578,0.0542524009943008,2.77699995040894,18.2000007629395,26
"Brazil",1975,0.5,8.19420719146729,11.4719800949097,0.423729985952377,0.262762010097504,0.161853596568108,0.0946576967835426,0.0569966994225979,2.92000007629395,18.6000003814697,26
"Brazil",1980,0.5,8.54979038238525,11.5910396575928,0.403126001358032,0.279204607009888,0.159713298082352,0.0978590026497841,0.0600970983505249,2.77999997138977,19.3999996185303,26
"Brazil",1985,0.666666686534882,8.76089096069336,11.7086200714111,0.380844295024872,0.291972994804382,0.166025295853615,0.0992320030927658,0.0619254000484943,2.9760000705719,20.2999992370605,26
"Brazil",1990,0.833333313465118,8.72434425354004,11.8145303726196,0.368424892425537,0.290375411510468,0.176514402031898,0.102046698331833,0.0626386031508446,3.22199988365173,21.3999996185303,26
"Brazil",1995,0.833333313465118,8.73516082763672,11.9046802520752,0.351667910814285,0.284702509641647,0.193336397409439,0.103825099766254,0.0664682015776634,3.76200008392334,22.6000003814697,26
"Brazil",2000,0.666666686534882,8.81952476501465,11.9796800613403,0.324054598808289,0.281506389379501,0.210779398679733,0.113107100129128,0.0705526024103165,4.17500019073486,23.8999996185303,26
"Barbados",1975,1,8.70610904693604,5.47730016708374,0.373949587345123,0.243697494268417,0.134453803300858,0.130252093076706,0.117647096514702,9.08600044250488,21.2000007629395,27
"Barbados",1980,1,9.01888942718506,5.50370407104492,0.317073196172714,0.276422798633575,0.138211399316788,0.130081295967102,0.138211399316788,8.91399955749512,23.7000007629395,27
"Barbados",1985,1,9.23089504241943,5.5178542137146,0.29718878865242,0.301204800605774,0.14859439432621,0.112449802458286,0.140562295913696,6.84000015258789,24.3999996185303,27
"Barbados",1990,1,9.24715614318848,5.53339004516602,0.272000014781952,0.300000011920929,0.175999999046326,0.104000002145767,0.148000001907349,7.44600009918213,26.2999992370605,27
"Barbados",1995,1,9.50915145874023,5.55295896530151,0.2421875,0.2890625,0.2109375,0.105468802154064,0.152343794703484,8.19400024414062,28.3999996185303,27
"Barbados",2000,1,9.52459907531738,5.57670593261719,0.226053595542908,0.26819920539856,0.245210707187653,0.118773899972439,0.141762495040894,8.71599960327148,30.3999996185303,27
"Botswana",1975,0.833333313465118,7.08392000198364,6.45676898956299,0.49571430683136,0.26714289188385,0.128571406006813,0.0657142996788025,0.0428570993244648,1.34300005435944,15.1000003814697,30
