"","y","x1","x2","x3","x4"
"1",18.8999155978457,14.6104453214029,16.4947427212656,0,1
"2",51.8633599878093,20.1950352438863,27.2386643672226,0,0
"3",30.3280366013554,14.157907730104,20.5552731706913,0,1
"4",64.6339902836866,15.5695440962298,31.1641691368123,0,1
"5",49.9667308501137,14.4340635308686,20.6630314736805,1,1
"6",52.3404247868861,23.9573139795033,33.5555615572371,0,1
"7",16.6508593663105,21.8054319266317,20.0501295867472,0,1
"8",10.2199379750841,20.8668031627293,17.4983431835466,0,1
"9",15.4357788318713,26.0130297221305,19.534977605199,1,1
"10",78.4913097651392,18.2043926231473,37.4492207040727,0,1
"11",53.484331585742,14.0745531144044,24.9076388130456,0,1
"12",7.43058031225345,17.8030062489041,14.747903542891,0,1
"13",16.8863201372105,24.390591586961,22.663024570414,0,1
"14",-15.0835303739153,23.5759887726811,9.23286153195815,0,0
"15",3.97381939211848,23.1373797982968,17.5118730494079,0,1
"16",42.7963994335865,23.7402370426785,29.6109393603809,0,1
"17",28.5996010614947,16.680543604733,20.7833135499375,0,1
"18",24.15334722596,19.8655375097181,23.5400964285875,0,1
"19",72.8677073360206,13.901170841077,29.9022599981426,1,1
"20",8.33170386161459,28.8716480668068,21.7041405407218,0,1
"21",-6.73368309361906,31.480388278128,16.8750152271013,0,1
"22",41.1011209045607,16.4833431010435,22.7667765103922,0,1
"23",27.1210979604986,19.7928230934054,19.6116321778768,0,1
"24",29.3598821215115,16.9381924407284,16.8030742149122,1,1
"25",16.680895787803,18.7181767332623,16.280404511093,0,1
"26",29.7155541537632,16.6443014279362,20.7260281348151,0,1
"27",43.0486154777815,18.1996871608301,21.2578778364993,1,1
"28",23.549719622511,23.6671297681214,20.9629612830426,0,1
"29",17.8311381447783,14.5383518058428,15.8453900448022,0,1
"30",45.5998470960301,18.3350296835023,27.8936960743476,0,1
"31",50.6321794560519,9.36503393361979,21.0328623899485,0,0
"32",7.35549858510388,23.8158194318049,16.1827869260261,0,1
"33",-1.43181779553267,19.6828065427764,9.02398433443595,0,1
"34",44.0107879339322,21.3418622366625,26.6086992838093,0,1
"35",14.2196827740762,18.175452794371,14.2179004054217,0,1
"36",-1.55494631065035,16.0792672192443,8.26576426605563,0,1
"37",24.3381444105326,18.474908737848,21.1086974900263,0,1
"38",-28.1539582862323,27.2537991118842,10.7851769640293,0,1
"39",7.14239103191939,21.0759705393363,18.1143585334667,0,1
"40",17.3467693049245,23.5684995754195,21.018066986528,0,1
"41",19.3921384361457,25.1612385127036,20.5047913278735,0,1
"42",38.9159204681109,16.6379704865298,24.4671847226765,0,1
"43",-16.8470684007023,27.6248494537325,12.2336487287644,0,1
"44",48.3491918643246,13.315167752607,19.1322851835496,1,1
"45",4.36849602747404,23.104804107745,16.8014600022153,0,1
"46",41.3878039179653,19.4188105315699,22.658843843511,1,1
"47",35.3529253093355,22.9784372551817,26.6192779552482,0,0
"48",4.05132903150601,12.5268473378947,9.64866733735873,0,1
"49",24.2689860317575,13.0183877790498,16.067691844709,0,0
"50",20.6391002637245,24.5315564004607,21.6596858959941,0,0
"51",41.5506510807559,18.7675968319621,22.7442834976284,0,0
"52",11.4811898765519,24.8465021311154,19.47442991635,0,1
"53",7.55033785548426,22.1229975375711,12.5694138284344,1,1
"54",23.4215816698901,23.6671810915703,22.7077610616117,0,0
"55",4.05569650425313,23.6900716850544,16.6282141648355,0,1
"56",12.8997147460031,20.8474392962335,18.7648018939776,0,1
"57",33.3876987720548,9.73891212952746,15.9507679459759,0,1
"58",30.0926801563577,9.55094451563959,14.881668489483,0,0
"59",-37.5411207055388,34.9586211724307,10.2108284507339,0,1
"60",35.0034085221177,22.9665517029884,26.0011369179705,0,1
"61",-5.01690152382592,25.2649401679756,16.0197700082397,0,1
"62",46.6085092881737,16.0634645092669,24.4387055380646,0,1
"63",7.88879736992969,28.2282998609245,21.5529595892087,0,1
"64",19.5439147758975,18.9834287476527,17.8417753716941,0,1
"65",49.4947004064745,12.3078025701843,25.0501790897634,0,1
"66",21.401998302825,20.1019918937604,19.3238423906479,0,0
"67",46.4677879494306,18.8235198478759,30.1747147090312,0,1
"68",24.4045814426912,20.7431426157927,18.0325585999174,1,0
"69",44.6313420471332,19.0346017401369,28.5966930987106,0,1
"70",5.74234821405979,16.0826140413969,12.3420802453635,0,1
"71",38.8402486877714,16.5089812290976,23.5582001430817,0,1
"72",5.86042472760015,22.9715953495966,16.9020240562876,0,1
"73",11.7479933802538,21.5063493509329,16.1241927580104,0,0
"74",-3.19123433157406,28.3835733142323,16.1488136421663,0,0
"75",40.5787689157869,15.7606370744966,22.8153059686976,0,1
"76",48.0214911150121,14.5867005463951,25.2720953714346,0,1
"77",31.6783308499888,19.316894080276,21.4727258135362,0,1
"78",22.9695082282413,21.8184157714846,21.3739930667055,0,1
"79",18.6491786743401,12.6917236341513,13.7586437255776,0,1
"80",48.2872484744371,16.3404161846177,27.0732070409921,0,1
"81",49.878437612447,14.9855979582257,25.2853229562977,0,1
