"y","x1","x2","x3","x4"
29.3325566122872,16.5342570808252,17.32490988367,0,1
-41.6289816948042,14.6776672611919,21.8008538308996,0,1
136.51207275241,14.8028430815661,31.3515397439605,0,1
159.952033944964,17.6467661379527,13.3909268824327,0,1
22.3468988729531,20.0358373003016,25.0118821990285,0,0
42.0628047739931,11.7187153208112,11.8054776790586,0,0
-146.362150998022,19.8793192885038,14.7320788961139,0,1
69.2709233484126,12.8453758801322,11.3149526392228,0,1
-0.967763372469398,21.2207095157208,19.4023554790647,0,1
-128.163878228556,19.6392874306605,11.8645680251819,0,1
179.246989242984,18.3379089748053,20.8252023742752,1,1
-112.874140679731,13.4136902401278,15.4089679809669,1,1
59.4972869918586,15.1172739843972,13.1761459451197,0,1
9.89453099402753,13.3666444328523,28.950371154316,0,1
-69.1777082126733,18.2180660468973,15.1439847608321,0,1
-37.5860128064543,31.8568637187692,17.5080206013726,0,1
201.043339387009,12.605466692541,22.6973323065654,0,1
-113.358781332168,14.5259610127738,13.2187997546608,0,1
-55.2617254889471,23.7763172397249,14.9984695599557,0,1
213.187343728455,23.1630677515605,20.645083634252,0,1
44.7236557344287,22.3258127341324,19.9420644288883,0,1
-128.779625182962,19.0460051566639,21.2833946236862,0,0
219.211226067537,26.9978109335256,31.2394036174013,0,0
-115.078688901899,17.3789838978455,18.6246988313814,0,1
65.9277346471109,18.1342881795521,32.0975061423179,0,0
-52.0513879241424,12.7585435613961,34.3992779218337,0,1
-0.106676736267012,25.1584307350488,26.3922571377718,0,1
263.534219456702,10.291094367455,19.6623588204583,0,1
153.308563718183,18.7403152234569,23.7289611504121,1,1
-55.701808550765,16.3421277960684,16.4526035717527,0,1
-41.7088988953895,16.5048077565019,24.983820910398,0,1
16.2003195665532,25.1146305325747,14.1001185637277,0,1
-97.1963212638731,13.4243437738785,20.3385872251226,0,1
-145.754078358988,23.0797058458395,9.78559478989679,0,1
118.475473150609,22.4992866198239,22.3943572366893,0,0
-5.82216525823449,23.8917445658593,25.6265323098134,0,0
48.9147615780163,21.8206155522139,17.1090985232213,0,1
122.744741964126,27.2686493061987,14.2849065477562,0,1
-36.5147378043881,25.6897606622416,20.3015090114045,1,1
-158.000229277625,29.580315878863,30.5066342043451,0,1
-77.2559480788686,21.0012744989636,23.0880960627394,0,0
-39.0579637862852,28.1279986236081,29.5198206601553,0,1
-48.0456130635475,20.158367450443,16.5306250757284,0,0
-27.2627930712607,23.3007554356166,19.8962931850368,0,1
28.0497201459667,18.6355354362592,19.791744244037,0,1
-101.854692989312,26.5983765123148,17.5050716775559,0,1
-61.6662379323941,28.6115083647017,17.1875668292504,0,1
154.613494914941,21.9670363383439,12.6855699548372,0,1
-17.9956835647633,30.7324003694476,22.5927145194732,0,0
60.4143930217674,19.0698722278359,32.9399117866749,0,1
-20.5767498882291,25.7819917024497,21.0608647488308,1,1
16.8598601589026,23.2543387254792,13.4872364365855,0,1
-80.2309011322566,26.2426103482973,19.3913198172691,0,1
128.819733208631,17.659194418446,18.490497622387,0,1
-118.557826390344,22.9737711992668,21.6321303135682,0,1
52.0311534750288,28.2224168384545,9.4120161323007,0,1
-163.915291253874,21.7241953053106,16.3856086769676,0,0
-164.884776711007,19.5845315118757,17.0810020363692,0,1
-10.9409124625285,23.2204547643706,21.7099049583587,0,0
38.7784285375419,16.1267022782943,25.34587246243,0,1
36.643142031344,23.8779873059657,28.9544473027032,0,1
49.9896519932545,18.3278182998107,16.5318414628396,0,1
-120.985709809566,21.4871311757997,16.4758785264478,0,1
-224.744089520109,34.9907363706356,13.7443507389808,0,1
-60.0994459497429,24.7969696495752,16.0355230874811,0,1
43.6841959552014,21.0411297562406,27.4379366270996,1,0
6.39409099736456,21.3414641384896,30.9509957799841,0,1
-93.9382147660701,24.4111771223324,23.4187623342702,0,1
-102.512713123892,31.5993565304885,24.6987816307925,1,1
41.0067856660883,18.4643925160164,13.6972039333061,0,1
-19.3478999539681,17.7998505638342,24.3231483326176,0,1
-66.3433417695536,27.6426312498451,20.4363719464741,0,1
19.6048307332152,14.3347784429468,19.9076835263187,0,0
-74.5373161377662,21.2770599540693,16.7452030789714,1,1
-32.9589888848997,19.3171713123724,17.0263813358751,0,0
-44.4413847932322,9.69417535649598,17.6014627216034,0,1
-13.6546567542522,18.6617609284448,20.8453994607877,0,1
123.287994411043,15.9697936273981,19.8391141230596,0,1
119.410721345445,16.7450283551777,29.0152950479679,0,1
113.48899368896,16.2182122105993,12.3505774464888,0,1
272.731688819454,13.7961598391539,16.1034529462825,0,0
-1.0814193226536,17.9959439377964,17.6701362034287,0,0
195.18429454447,22.0913230623718,12.9129480992709,0,1
29.145482380952,13.2973358944083,23.4749008152426,0,1
-140.251338468494,21.8839495537589,26.7134932896267,0,1
-171.295045860213,24.6761924921973,13.5741475106925,0,1
140.918440257284,20.431975881094,18.4090979389139,1,1
-10.4411879971623,12.9897447628194,18.0067469083945,0,1
-73.9602082635937,30.5196809941332,15.075624244466,0,0
-88.9639948007166,22.5384809635719,15.4384382197421,0,0
-179.914874026759,14.0625556018725,17.5025525913525,0,0
67.1754481690931,19.375741212572,27.6695558766401,0,1
117.520586216686,13.90942701829,13.6934628987462,0,1
103.33439969559,23.749285809108,27.5954397984325,0,1
12.8791939238831,21.3984073089381,22.5092203873914,0,1
-201.680151626504,25.3251706427645,14.2461796587216,0,1
92.6131229320825,22.4265536189088,20.286616242732,0,1
-23.7064442214729,16.7795440597584,32.4717887168882,0,1
-42.0985399224929,17.9052958976526,24.0067549006247,1,1
-135.419292081075,18.15038542758,8.54052251357915,0,1
-92.5761377004852,21.88193054267,22.3821190850386,0,1
20.5873516705323,16.5363438784013,20.2684468452526,0,1
-8.42843906614726,16.9523097753791,11.9343839630132,0,1
-129.572392372694,22.8108890567194,10.9752957009135,0,0
15.8506668948211,14.620412404701,22.3078009127052,0,1
-44.1100575775518,23.1826295295388,15.9211715677092,0,1
30.0424903300762,8.02061345991792,22.7939954721413,0,1
30.2866540593664,19.6364116269905,11.8850800652825,0,1
-42.5300489065268,17.2571758307108,15.5657261328812,0,1
-68.2268612853926,16.249234340938,24.1123562857677,0,1
-76.3298418276408,22.3893321050788,18.3201297123469,0,1
-82.6660747211564,20.6185894064601,21.4936636231846,0,1
-158.895561536426,17.2721794122446,18.1424426527221,0,1
89.4796087286899,21.7248661992148,14.6683864471137,0,1
-23.7006894235854,15.1865644094845,21.7162023009286,0,1
60.0723547012495,17.6646297533107,15.9186146129731,0,0
-23.0421932536479,20.3994392642898,11.3199185602019,0,1
67.0004092754693,18.2256962587481,21.0215059194468,0,1
-91.6426732150959,15.283667141934,19.2394978015031,0,1
97.9887074479861,21.368306647982,26.4248083339172,0,1
-23.0421698963843,23.5406839157292,27.7610743125105,0,1
2.56959717633663,24.9041866401799,18.1785262536493,1,0
-37.1518241803638,33.2717456267942,26.2716134387471,0,0
-23.1109484792526,18.2016753309781,22.7745956350655,0,0
-68.0306319993923,17.0442736377984,17.9987008612819,1,0
-10.577015556646,15.9572331965078,16.2995930521637,0,0
-221.337539335535,15.6920398830419,20.1610499325522,0,0
63.0186595330971,24.9269457347767,16.4912002336591,0,1
-6.35115606027806,11.5201239788987,17.8732238824722,0,1
-180.273422099985,19.7067337069673,12.9277827269837,0,0
28.2908217189437,18.3046829122457,22.1903241437778,0,1
54.4769009028314,23.7357852020268,11.0917654266085,0,1
-95.7380395582265,15.7075068375556,15.7969754627024,0,1
57.946502135348,23.1780630547288,26.4900250081823,0,1
143.093354030981,20.1338564892599,30.5800130355429,1,1
58.3418169036712,18.932919623278,14.4426803341741,0,0
97.0416498970351,26.5595845220325,13.6742361782625,0,1
93.5072782919369,22.3502992719177,19.4220522408135,0,1
21.1997763771202,18.2809490226712,26.071024643651,0,1
-117.767870531986,13.1650970711831,23.6969619156818,0,1
-83.0582379497825,20.9323626132933,26.3971479498991,0,1
35.9357576260801,21.5038675125559,13.8861416301534,0,1
76.2307888044225,24.4093539656531,21.8498552879255,0,0
136.319367951541,17.2956318880713,16.950505911079,0,0
79.270185727517,22.0272167287591,24.543239946889,0,1
-132.015436743166,17.1230138109899,19.1416645541353,0,1
21.5188840084938,19.8689585568238,23.6127033078016,0,1
-181.088994832338,10.1846946647261,9.78981502575256,0,1
95.8958738777216,19.380635989459,17.2454033181834,0,0
57.7761246286152,11.8195536605609,22.1954034872449,0,0
48.6145806101282,19.311861490776,18.0128910170391,0,1
-32.7535408603293,17.6612591854226,24.8542567303618,0,1
-124.540414439505,14.7436797779794,30.4641779791119,0,1
104.44666088685,14.754865366622,15.2331981709436,0,1
-115.736095053298,18.8416743899486,18.5002705887939,0,1
-62.1342127264164,28.5856943792924,15.0786074983885,0,0
-112.568410878934,20.0162768746742,21.4015270099241,0,1
10.7655067787495,12.4613232847947,23.1192410998785,0,1
-188.320700485165,21.8970645629818,16.5173155172663,0,1
-127.918109064547,14.9948284226138,18.6312803966668,0,0
63.6914206711366,25.338443375628,18.7502573288175,0,1
37.6817750395957,21.8229303502526,18.6249003040733,0,1
29.6193408653044,20.6291716917319,16.1253651155901,0,1
44.7030849697488,22.1649183771982,21.3505830535977,0,1
174.13046595178,19.1097763476425,19.2569088602942,0,1
85.4986802910925,12.3850833089178,11.0570900523942,1,1
0.436257378154885,31.5780666683051,22.0457610424086,0,1
-64.4012266325372,21.8597566519588,27.8559048222429,0,0
-72.0219826662533,17.0794375310006,16.9883263847523,0,1
-39.7277823515812,20.3555771768177,13.0352962583135,0,1
90.378744089542,18.4997004381365,14.1587111434011,0,1
-218.982619457461,25.0757336021651,15.6795225778676,0,1
85.9200965297584,19.9083357108677,21.9708024385405,0,1
1.43434499770212,15.5554894919871,19.1953024009997,0,1
29.5922339614865,19.7325530282853,21.0761270565892,0,0
108.268171872626,17.2934445304907,23.9197391808098,0,1
-176.856463073865,18.7946848647831,16.613603646134,0,1
22.4435893596486,12.2451999167453,15.2003983170275,0,1
121.966620512086,15.7145175571609,17.4033206910658,1,1
79.8578856641888,12.4690683643981,26.2786677810625,0,1
-7.873170380309,24.9772429052754,21.4949172860128,1,1
84.1871427378371,23.6976583081472,20.6155205377955,0,1
-19.0441500072781,20.4722093186884,18.1029309184322,0,1
-147.015277957847,25.1520690751682,13.7364341447499,0,1
69.8518498898405,16.3157203009347,25.6820693982931,0,1
-16.7775866643524,24.8591478854526,15.8843241433403,0,0
32.397540894174,13.1491602338492,25.2086843610118,0,0
34.2612500561681,17.6401521888252,25.9071642897027,1,1
-103.27307685994,19.401287713423,16.9646230866854,0,0
-30.2771468796557,23.4057579998794,22.768922625588,0,1
99.778398226476,15.5337582896186,11.1278873608615,0,1
-0.623811725954539,18.4141939873245,19.5690814765744,0,1
133.501371130912,13.5415247775858,13.4809221982844,0,1
19.2414384794109,20.6593509562393,13.6836611622065,0,1
-26.4455867246561,16.0715717529471,30.5081114684594,0,1
-246.05064132884,23.213256072617,16.6129664021495,0,1
94.4786859916859,14.4589559937716,19.6995974748614,0,1
-70.4875806023378,21.8844849778984,13.4377695254558,0,1
-100.253712378578,30.5092288975474,14.1263224081553,0,0
91.910819173563,18.8587717709941,28.7253490547386,0,1
135.526630261248,13.9683260308014,11.7400764360494,0,1
-73.139737580629,15.0740084683462,16.3089422544553,1,1
-6.63375833805377,21.2262937916388,20.8598048189155,0,1
-48.1328749890108,15.0817982584485,15.0527958485899,0,1
-67.2964125737653,11.2643079157578,19.5160545407558,0,1
-29.8750686436762,18.5864678234831,30.2157361126402,0,1
40.1477064671882,23.2757511613724,19.3938860488585,0,1
93.1897461213272,26.2539223764177,8.03847571273808,0,1
-273.590890234013,23.8959150250429,14.5884203868503,0,1
-143.480066516598,13.4009752847135,13.8893527063025,0,1
-69.2095244206389,23.8715869422374,14.1285688807554,0,1
99.4059778543022,10.4373233302586,26.3485450230538,0,1
-0.027051301329319,13.9165906703007,23.6587962717206,0,1
127.441740652955,18.8359794574031,16.5153442911787,0,1
62.9307991479932,17.4080095658696,28.2806313241981,0,0
-105.809188990689,25.5694503824525,22.0920673842331,0,1
-75.2975275249364,16.3813215774179,24.7452928476747,0,1
91.8706467329375,13.3808672535874,25.6378371496993,0,1
46.3173291209909,17.4598080342658,21.8199594324316,0,1
35.5296125545384,18.6897304743601,25.6761734286938,0,1
7.51924972704164,28.3070940083022,43.5368837461201,1,0
-10.5497566157073,16.6411917278019,12.9850958689984,0,1
-74.0240905170238,22.4119952461184,21.1836889751017,0,1
140.425444910235,24.3052032926387,22.8206799229079,0,1
-156.378770420756,23.7722155561209,15.7479723792881,0,1
-28.652497063959,7.79746219671529,12.2678983173912,1,0
-54.0791848422071,18.5025662687645,16.8986040037702,0,1
211.965215827705,20.2699721760076,21.9957800689737,1,0
-128.197758972907,24.2712752734032,16.2219092907714,0,0
50.6601973400861,21.2650737466336,13.962798994418,0,1
-31.2518387069109,31.3175837423523,19.1792146606282,0,1
-54.208644306765,19.563921912593,16.6714949489298,0,1
39.4552286853276,22.4777534128614,19.4128193132624,0,1
-15.3476563641182,22.1513956599296,13.8256652783997,1,1
18.7998697111429,17.2732131663781,22.3470800494495,0,1
-61.9015139765209,13.8461999160903,12.9354731761076,0,1
91.5899350194715,15.8781463378773,16.4521948819631,0,1
29.6782108741701,18.988461929288,27.5678553416858,0,1
-6.69792270051762,27.4850334258504,28.8386568435957,0,1
116.317036926932,18.532215262157,19.1388167152406,0,1
-302.039220613832,20.8247146504095,21.1851369400062,0,1
38.9659982443004,10.823725797368,17.669767740664,0,1
2.96145277766295,18.0343846787118,24.5635870266825,0,0
111.749232427849,13.4505894744601,11.8699367919518,0,1
-70.2959976634031,28.4234969763723,20.0219946991304,0,1
-8.61225358333911,7.18720426069921,12.7799781363478,0,1
-9.27741550971393,15.4942842211266,24.7034440167725,0,1
46.9578695445918,20.2219371276418,23.2455869974647,0,1
-157.760377801706,22.6207318399819,17.6656507332454,0,0
-68.3446062277814,18.6313770891345,18.5597599790853,1,1
-66.2008576661765,20.1437871807801,16.8685016196672,0,1
-187.098376381287,16.5253671165644,10.3493077696676,0,1
55.7135622344538,24.5236848908055,26.0191192298769,0,1
12.2139286090556,17.4680776921688,28.793808831166,0,1
195.784551592488,7.12181377830868,18.2538356749196,1,1
-33.9101444022311,12.1644641653849,15.1770212764493,0,1
169.962984267818,19.6566762261425,18.8619884215594,0,1
199.978157053995,17.4548054452077,15.5086459264838,1,1
-246.191002387147,13.0412466257496,13.4751090576794,1,1
-5.55103453651657,20.3055310137102,22.1886253817398,0,0
5.66552529661695,12.6546491737645,22.5156343562139,0,1
110.420356168567,30.6234825879743,25.4467052930956,0,0
-20.9684631001157,23.485529125788,10.4002598778826,0,1
82.8841025237752,29.1820586475116,24.6161716014265,0,1
102.962422504791,25.1357371877162,22.2307933439169,0,1
-142.757143629738,24.5065478910496,31.1003516411059,0,1
-114.684191310469,22.2819592311691,9.85179412878217,0,1
-4.68524798927893,16.2036482840882,22.2267783303273,0,1
11.864686141835,23.5119164493384,20.2417749232267,0,1
5.58940328638213,25.5485364743779,25.2733382391666,0,1
-183.88875799923,22.4077053354527,12.9183220269446,0,1
190.949323189012,12.8255328016352,27.7421286475924,0,1
-40.1731705001091,27.526183368245,14.2562843889375,0,1
-115.846547806498,21.6210478513019,16.3494404076299,0,0
185.605560940261,9.88858177020351,22.8086982823518,0,0
